evidence_id,evidence_name,evidence_type,source_name,source_url,source_accessed_date,start_timestamp,end_timestamp,timezone,location_name,precinct,latitude,longitude,spatial_scope,expected_pedestrian_impact,expected_direction,evidence_confidence,notes,created_by,created_at
ME_20250101_SCHOOL_HOLIDAY_011,VICTORIA SUMMER SCHOOL HOLIDAY ON NEW YEAR'S DAY 2025,SCHOOL_HOLIDAY,VIC_GOV,"https://www.vic.gov.au/school-term-dates-and-holidays-victoria",2026-07-08,2025-01-01T06:00:00+11:00,2025-01-01T10:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Supporting calendar match: 1 January falls within the Victorian summer school holiday period; supports reduced school-related morning movement, but this is secondary evidence rather than a standalone CBD footfall explanation.",SIYANG,2026-07-08T21:30:00+10:00
ME_20250106_AO_QUALIFYING_012,AUSTRALIAN OPEN 2025 QUALIFYING STARTS AT MELBOURNE PARK,MAJOR_EVENT,AUSTRALIAN_OPEN,"https://ausopen.com/articles/news/australian-open-2025-provisional-schedule-plan-your-three-weeks-melbourne-park",2026-07-08,2025-01-06T07:00:00+11:00,2025-01-06T09:00:00+11:00,Australia/Melbourne,MELBOURNE_PARK,MELBOURNE_PARK,,,PRECINCT,DECREASE,BELOW_BASELINE,HIGH,"Strong contextual match: AO qualifying starts on 6 Jan at Melbourne Park, creating a competing destination outside the CBD-core sensor network; this supports reduced normal CBD morning movement and aligns with the below-baseline direction.",SIYANG,2026-07-08T22:30:00+10:00
ME_20250106_RAIN_COOL_MORNING_013,MELBOURNE 6 JAN 2025 RAIN AND COOL DAY,WEATHER,BOM,"https://www.bom.gov.au/climate/current/month/vic/archive/202501.melbourne.shtml",2026-07-08,2025-01-06T07:00:00+11:00,2025-01-06T09:00:00+11:00,Australia/Melbourne,MELBOURNE,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Strong time match: candidate weather metrics show rain/disruption during 07:00-09:00; city-wide weather context supports reduced outdoor walking; direction matches below-baseline, with medium explanatory value because rainfall is supportive but not enough alone.",SIYANG,2026-07-08T22:30:00+10:00
ME_20250106_SCHOOL_HOLIDAY_014,VICTORIA SUMMER SCHOOL HOLIDAY ON 6 JAN 2025,SCHOOL_HOLIDAY,VIC_GOV,"https://www.vic.gov.au/school-term-dates-and-holidays-victoria",2026-07-08,2025-01-06T07:00:00+11:00,2025-01-06T09:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,LOW,"Date match: 6 Jan falls before the 2025 Term 1 student start, so school-related morning movement is reduced; low explanatory value for CBD-wide anomaly because CBD commute is not mainly school travel, but it reinforces a suppressed morning baseline.",SIYANG,2026-07-08T22:30:00+10:00
ME_20250127_AUSTRALIA_DAY_OBSERVED_015,VICTORIA AUSTRALIA DAY PUBLIC HOLIDAY OBSERVED 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-01-27T00:00:00+11:00,2025-01-28T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong date match: Australia Day public holiday is observed on Monday 27 Jan 2025; state-wide holiday status suppresses normal Monday CBD commuter/business demand, supporting below-baseline during 05:00-09:00.",SIYANG,2026-07-08T22:45:00+10:00
ME_20250127_AUSTRALIA_DAY_PUBLIC_HOLIDAY_016,AUSTRALIA DAY PUBLIC HOLIDAY 27 JAN 2025 VICTORIA,PUBLIC_HOLIDAY,FAIR_WORK,"https://www.fairwork.gov.au/employment-conditions/public-holidays/2025-public-holidays",2026-07-08,2025-01-27T00:00:00+11:00,2025-01-28T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong corroborating match: Fair Work lists Monday 27 Jan 2025 as Australia Day in Victoria; this supports reduced normal weekday work travel and aligns with the 05:00-09:00 below-baseline direction.",SIYANG,2026-07-08T22:45:00+10:00
ME_20250127_PUBLIC_TRANSPORT_PUBLIC_HOLIDAY_017,MELBOURNE PUBLIC TRANSPORT AUSTRALIA DAY PUBLIC HOLIDAY TIMETABLE,PUBLIC_TRANSPORT,TRANSPORT_VIC,"https://www.ptv.vic.gov.au/timetables",2026-07-08,2025-01-27T05:00:00+11:00,2025-01-27T09:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Time match is direct: 05:00-09:00 falls within the public holiday morning; public holiday transport patterns reduce normal weekday peak commuting into CBD stations, supporting below-baseline with medium strength.",SIYANG,2026-07-08T22:45:00+10:00
ME_20250310_LABOUR_DAY_PUBLIC_HOLIDAY_018,VICTORIA LABOUR DAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-03-10T00:00:00+11:00,2025-03-11T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong date match: Labour Day falls on Monday 10 Mar 2025 in Victoria; state-wide public holiday status suppresses normal Monday CBD commuter/business demand, supporting below-baseline during 06:00-09:00.",SIYANG,2026-07-08T22:55:00+10:00
ME_20250310_LABOUR_DAY_CORROBORATION_019,MELBOURNE LABOUR DAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,FAIR_WORK,"https://www.fairwork.gov.au/employment-conditions/public-holidays/2025-public-holidays",2026-07-08,2025-03-10T00:00:00+11:00,2025-03-11T00:00:00+11:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong corroborating match: Fair Work lists Monday 10 Mar 2025 as Labour Day in Victoria; this reinforces reduced normal weekday work travel into Melbourne CBD and aligns with the below-baseline direction.",SIYANG,2026-07-08T22:55:00+10:00
ME_20250310_LABOUR_DAY_PUBLIC_TRANSPORT_020,MELBOURNE LABOUR DAY PUBLIC HOLIDAY TRANSPORT TIMETABLE,PUBLIC_TRANSPORT,TRANSPORT_VIC,"https://www.facebook.com/transportvictoriagov/posts/due-to-the-labour-day-public-holiday-services-will-run-to-a-public-holiday-timet/1250478297191822/",2026-07-08,2025-03-10T06:00:00+11:00,2025-03-10T09:00:00+11:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Direct time match: 06:00-09:00 falls within the Labour Day public holiday morning; public holiday transport timetable patterns support weaker normal CBD peak commuting, with medium explanatory strength.",SIYANG,2026-07-08T22:55:00+10:00
ME_20250406_DST_END_021,VICTORIA DAYLIGHT SAVING ENDS 2025,DST_TRANSITION,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/daylight-saving",2026-07-08,2025-04-06T02:00:00+10:00,2025-04-06T07:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,INCREASE,ABOVE_BASELINE,LOW,"DST ended on 6 Apr 2025, creating possible clock-hour or baseline-alignment effects around early morning; this may support the 06:00-07:00 above-baseline bucket, but it is indirect rather than a real crowd event.",SIYANG,2026-07-08T23:05:00+10:00
ME_20250406_MELBOURNE_DST_ENDED_022,MELBOURNE DAYLIGHT SAVING TIME ENDED 6 APR 2025,DST_TRANSITION,TIMEANDDATE,"https://www.timeanddate.com/time/change/australia/melbourne?year=2025",2026-07-08,2025-04-06T02:00:00+10:00,2025-04-06T07:00:00+10:00,Australia/Melbourne,MELBOURNE,MELBOURNE,,,CITY_WIDE,INCREASE,ABOVE_BASELINE,LOW,"Corroborates the Melbourne DST change on 6 Apr 2025; supports a possible timing/baseline artefact for the 06:00-07:00 bucket, but explanatory strength is low without timestamp-level validation.",SIYANG,2026-07-08T23:05:00+10:00
ME_20250418_GOOD_FRIDAY_PUBLIC_HOLIDAY_023,VICTORIA GOOD FRIDAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-04-18T00:00:00+10:00,2025-04-19T00:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,MIXED,UNCLEAR,LOW,"Partial time match: Good Friday starts at midnight inside the candidate window; public holiday status alone is mixed/unclear for pre-holiday overnight CBD activity, so it only gives weak context and does not directly explain above-baseline.",SIYANG,2026-07-08T23:20:00+10:00
ME_20250417_MICF_2025_024,MELBOURNE INTERNATIONAL COMEDY FESTIVAL 2025,MELBOURNE_EVENT,RMIT_CAPITOL,"https://www.rmit.edu.au/thecapitol/events/2025/march/melbourne-international-comedy-festival-2025",2026-07-08,2025-04-17T18:00:00+10:00,2025-04-18T00:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,HIGH,"Strong evening match: MICF was running across Melbourne City on 17 Apr; CBD venues and evening shows align with multiple sensors and support above-baseline activity, though not the full window through 04:00.",SIYANG,2026-07-08T23:20:00+10:00
ME_20250417_EASTER_EVE_NIGHTLIFE_025,SUNDAYLICIOUS RNB EASTER LONG WEEKEND THURSDAY EVE,NIGHTLIFE_EVENT,EVENTBRITE,"https://www.eventbrite.com.au/e/sundaylicious-rnb-easter-long-weekend-thursday-eve-april-17-9pm-3am-tickets-1080058186109",2026-07-08,2025-04-17T21:00:00+10:00,2025-04-18T03:00:00+10:00,Australia/Melbourne,LA_DI_DA,MEL_CBD,,,SITE_SPECIFIC,INCREASE,ABOVE_BASELINE,MEDIUM,"Strong time match: the Easter long-weekend nightlife event runs 21:00-03:00 within the candidate window; CBD location supports above-baseline, but explanatory value is local rather than network-wide.",SIYANG,2026-07-08T23:20:00+10:00
ME_20250417_AUTUMN_SCHOOL_HOLIDAY_026,VICTORIA AUTUMN SCHOOL HOLIDAY BEFORE EASTER 2025,SCHOOL_HOLIDAY,VIC_GOV,"https://www.vic.gov.au/school-term-dates-and-holidays-victoria",2026-07-08,2025-04-05T00:00:00+10:00,2025-04-22T00:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,INCREASE,ABOVE_BASELINE,LOW,"Calendar support: 17 Apr falls within the Victorian autumn school holiday period, which may add leisure and long-weekend movement; low explanatory value because the candidate is late-night CBD activity, not school commute.",SIYANG,2026-07-08T23:20:00+10:00
ME_20250425_ANZAC_DAY_PUBLIC_HOLIDAY_027,VICTORIA ANZAC DAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-04-25T00:00:00+10:00,2025-04-26T00:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,MIXED,UNCLEAR,LOW,"Partial context match: ANZAC Day starts at midnight inside the candidate window, but public holiday status alone is mixed for overnight CBD activity; weak context only, not the main above-baseline driver.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_DAWN_SERVICE_028,MELBOURNE ANZAC DAY 2025 DAWN SERVICE,MAJOR_EVENT,AUSTRALIAN_ARMY,"https://www.army.gov.au/news-and-events/events/2025-04-25/anzac-day-2025",2026-07-08,2025-04-25T04:00:00+10:00,2025-04-25T06:30:00+10:00,Australia/Melbourne,SHRINE_OF_REMEMBRANCE,KINGS_DOMAIN,,,PRECINCT,INCREASE,ABOVE_BASELINE,HIGH,"Strong early-morning match: the 5:30 Dawn Service creates pre-service arrival movement before 05:00; Shrine/Kings Domain access routes connect to CBD sensors, supporting above-baseline.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_DAWN_SERVICE_CROWD_029,MELBOURNE ANZAC DAY 2025 DAWN SERVICE CROWD,CROWD_OBSERVATION,SHRINE_OF_REMEMBRANCE,"https://www.shrine.org.au/sites/default/files/2025-11/Annual-Report-2024-25-FINAL-201025.pdf",2026-07-08,2025-04-25T04:00:00+10:00,2025-04-25T06:30:00+10:00,Australia/Melbourne,SHRINE_OF_REMEMBRANCE,KINGS_DOMAIN,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,HIGH,"Strong crowd evidence: Shrine reported 50,000+ Dawn Service attendees in 2025; pre-dawn arrivals can lift CBD transport and walking corridors before 05:00, strongly supporting above-baseline.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_PUBLIC_TRANSPORT_030,MELBOURNE ANZAC DAY 2025 PUBLIC TRANSPORT SUPPORT,PUBLIC_TRANSPORT,RSL_VIC,"https://www.facebook.com/rslvic/posts/are-you-attending-anzac-day-in-melbourne-this-year-transport-victoria-are-runnin/1348440320714019/",2026-07-08,2025-04-25T03:30:00+10:00,2025-04-25T06:30:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,MEDIUM,"Good time match: extra/free transport support for the Dawn Service implies pre-dawn travel through CBD stations and tram corridors; supports above-baseline with medium strength.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_ROAD_CLOSURES_031,MELBOURNE ANZAC DAY 2025 ROAD CLOSURES,ROAD_CLOSURE,RSL_VIC,"https://rslvic.com.au/wp-content/uploads/2025/03/rsl-victoria_mufti_april_2025.pdf",2026-07-08,2025-04-25T00:00:00+10:00,2025-04-25T14:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,MEDIUM,"Time match is strong from midnight onward; CBD/St Kilda Road closures support pedestrianisation and Dawn Service access movement, consistent with above-baseline but auxiliary to the crowd evidence.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_DAY_MARCH_032,MELBOURNE ANZAC DAY 2025 MARCH,MAJOR_EVENT,AUSTRALIAN_ARMY,"https://www.army.gov.au/news-and-events/events/2025-04-25/anzac-day-2025",2026-07-08,2025-04-25T09:00:00+10:00,2025-04-25T12:00:00+10:00,Australia/Melbourne,FEDERATION_SQUARE_ST_KILDA_ROAD,MEL_CBD,,,NETWORK_WIDE,INCREASE,ABOVE_BASELINE,LOW,"Same-day ANZAC context: the 9:00 March supports major CBD event conditions, but it starts after the 22:00-05:00 candidate window, so explanatory value for this overnight pulse is low.",SIYANG,2026-07-08T23:35:00+10:00
ME_20250425_ANZAC_AFTERNOON_RAIN_033,MELBOURNE ANZAC DAY 2025 AFTERNOON RAIN,WEATHER,ABC_NEWS,"https://www.abc.net.au/news/2025-04-24/anzac-day-weather-forecast-australia-long-weekend/105208632",2026-07-08,2025-04-25T14:00:00+10:00,2025-04-25T18:00:00+10:00,Australia/Melbourne,MELBOURNE,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong time and direction match: candidate records rain/weather disruption during 14:00-18:00; wet ANZAC Day conditions support reduced outdoor CBD walking and align with below-baseline.",SIYANG,2026-07-08T23:50:00+10:00
ME_20250425_BOM_RAIN_OBS_034,BOM MELBOURNE 25 APR 2025 RAINFALL CONTEXT,WEATHER,BOM,"https://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_display_type=dailyDataFile&p_nccObsCode=136&p_stn_num=086338",2026-07-08,2025-04-25T14:00:00+10:00,2025-04-25T18:00:00+10:00,Australia/Melbourne,MELBOURNE_OLYMPIC_PARK,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"BOM daily rainfall data provides official Melbourne station rainfall context; combined with candidate rain metrics, this supports below-baseline outdoor pedestrian activity with medium strength.",SIYANG,2026-07-08T23:50:00+10:00
ME_20250425_ANZAC_ROAD_CLOSURE_AFTERNOON_035,MELBOURNE ANZAC DAY 2025 ROAD CLOSURE AFTERNOON BOUNDARY,ROAD_CLOSURE,RSL_VIC,"https://rslvic.com.au/wp-content/uploads/2025/03/rsl-victoria_mufti_april_2025.pdf",2026-07-08,2025-04-25T05:45:00+10:00,2025-04-25T14:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,LOW,"Boundary match: ANZAC road closures mainly end around the candidate start; this supports post-event crowd drop-off and route normalisation, but it is weak for explaining the full 14:00-18:00 window.",SIYANG,2026-07-08T23:50:00+10:00
ME_20250425_ANZAC_PUBLIC_TRANSPORT_AFTERNOON_036,MELBOURNE ANZAC DAY 2025 PUBLIC TRANSPORT AFTERNOON RECOVERY,PUBLIC_TRANSPORT,TRANSPORT_VIC,"https://www.ptv.vic.gov.au/more/anzac-day-2025/anzac-day-free-dawn-service-shuttle-bus/",2026-07-08,2025-04-25T14:00:00+10:00,2025-04-25T18:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,LOW,"Afternoon transport context: special ANZAC movement was mainly tied to the Dawn Service and March, with tram disruption around St Kilda Road ending near 14:00; weak support for reduced post-event CBD movement.",SIYANG,2026-07-08T23:50:00+10:00
ME_20250425_ANZAC_POST_MARCH_DROP_037,MELBOURNE ANZAC DAY 2025 POST-MARCH AFTERNOON DROP,MAJOR_EVENT,AUSTRALIAN_ARMY,"https://www.army.gov.au/news-and-events/events/2025-04-25/anzac-day-2025",2026-07-08,2025-04-25T14:00:00+10:00,2025-04-25T18:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Post-event match: the Dawn Service and March occur before the afternoon candidate window, so major ANZAC crowd demand had likely dissipated by 14:00-18:00; supports below-baseline with medium strength.",SIYANG,2026-07-08T23:50:00+10:00
ME_20250609_KINGS_BIRTHDAY_PUBLIC_HOLIDAY_038,VICTORIA KING'S BIRTHDAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,BUSINESS_VICTORIA,"https://business.vic.gov.au/business-information/public-holidays/victorian-public-holidays-2025",2026-07-08,2025-06-09T00:00:00+10:00,2025-06-10T00:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong date match: King's Birthday falls on Monday 9 Jun 2025 in Victoria; state-wide public holiday status suppresses normal Monday CBD commuter/business demand, supporting below-baseline during 05:00-09:00.",SIYANG,2026-07-09T00:05:00+10:00
ME_20250609_KINGS_BIRTHDAY_CORROBORATION_039,MELBOURNE KING'S BIRTHDAY PUBLIC HOLIDAY 2025,PUBLIC_HOLIDAY,FAIR_WORK,"https://www.fairwork.gov.au/employment-conditions/public-holidays/2025-public-holidays",2026-07-08,2025-06-09T00:00:00+10:00,2025-06-10T00:00:00+10:00,Australia/Melbourne,VICTORIA,STATE_WIDE,,,STATE_WIDE,DECREASE,BELOW_BASELINE,HIGH,"Strong corroborating match: Fair Work lists Monday 9 Jun 2025 as King's Birthday in Victoria; this reinforces reduced weekday work travel into Melbourne CBD and matches the below-baseline direction.",SIYANG,2026-07-09T00:05:00+10:00
ME_20250609_MELBOURNE_RAIN_COLD_MORNING_040,MELBOURNE KING'S BIRTHDAY 2025 RAIN AND COLD MORNING,WEATHER,BOM,"https://www.bom.gov.au/climate/dwo/202506/html/IDCJDW3050.202506.shtml",2026-07-08,2025-06-09T05:00:00+10:00,2025-06-09T09:00:00+10:00,Australia/Melbourne,MELBOURNE_OLYMPIC_PARK,MELBOURNE,,,CITY_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Good weather match: BOM records a wet, cool 9 Jun in Melbourne and the candidate has rain/weather disruption during 05:00-09:00; this supports reduced outdoor walking, but is auxiliary to the public holiday effect.",SIYANG,2026-07-09T00:05:00+10:00
ME_20250609_KINGS_BIRTHDAY_PUBLIC_TRANSPORT_041,MELBOURNE KING'S BIRTHDAY 2025 PUBLIC HOLIDAY TRANSPORT PATTERN,PUBLIC_TRANSPORT,TRANSPORT_VIC,"https://www.facebook.com/transportvictoriagov/posts/next-mon-8-june-public-transport-services-will-run-to-a-public-holiday-timetable/1323311436575174/",2026-07-08,2025-06-09T05:00:00+10:00,2025-06-09T09:00:00+10:00,Australia/Melbourne,MEL_CBD,MEL_CBD,,,NETWORK_WIDE,DECREASE,BELOW_BASELINE,MEDIUM,"Direct morning-window match: King's Birthday public holiday transport patterns imply weaker normal weekday peak commuting into CBD stations; supports below-baseline with medium strength alongside the holiday and weather evidence.",SIYANG,2026-07-09T00:05:00+10:00
